event,gender,year,bin_width,bin_center,freq,total,density,event_name
4476,F,1995,0.004166666666666667,2.502083333333333,0.0,2211.0,0.0,Houston
4476,F,1995,0.008333333333333333,2.525,0.0,2211.0,0.0,Houston
4476,F,1995,0.016666666666666666,2.5125,0.0,2211.0,0.0,Houston
4476,F,1995,0.016666666666666666,2.5375,2.0,2211.0,0.0009045680687471732,Houston
4476,F,1995,0.016666666666666666,2.5541666666666667,2.0,2211.0,0.0009045680687471732,Houston
4476,F,1995,0.016666666666666666,2.5708333333333333,2.0,2211.0,0.0009045680687471732,Houston
4476,F,1995,0.016666666666666666,2.5875,2.0,2211.0,0.0009045680687471732,Houston
4476,F,1995,0.016666666666666666,2.6041666666666665,1.0,2211.0,0.0004522840343735866,Houston
4476,F,1995,0.016666666666666666,2.620833333333333,0.0,2211.0,0.0,Houston
4476,F,1995,0.016666666666666666,2.6375,2.0,2211.0,0.0009045680687471732,Houston
4476,F,1995,0.016666666666666666,2.6791666666666667,3.0,2211.0,0.0013568521031207597,Houston
4476,F,1995,0.016666666666666666,2.6958333333333333,2.0,2211.0,0.0009045680687471732,Houston
4476,F,1995,0.025,2.658333333333333,4.0,2211.0,0.0018091361374943465,Houston
4476,F,1995,0.025,2.716666666666667,2.0,2211.0,0.0009045680687471732,Houston
4476,F,1995,0.025,2.7416666666666667,3.0,2211.0,0.0013568521031207597,Houston
4476,F,1995,0.025,2.7666666666666666,4.0,2211.0,0.0018091361374943465,Houston
4476,F,1995,0.025,2.7916666666666665,4.0,2211.0,0.0018091361374943465,Houston
4476,F,1995,0.025,2.85,3.0,2211.0,0.0013568521031207597,Houston
4476,F,1995,0.029166666666666667,6.485416666666667,0.0,2211.0,0.0,Houston
4476,F,1995,0.03333333333333333,2.8208333333333333,4.0,2211.0,0.0018091361374943465,Houston
4476,F,1995,0.03333333333333333,2.879166666666667,3.0,2211.0,0.0013568521031207597,Houston
4476,F,1995,0.03333333333333333,6.245833333333334,0.0,2211.0,0.0,Houston
4476,F,1995,0.03333333333333333,6.279166666666667,0.0,2211.0,0.0,Houston
4476,F,1995,0.03333333333333333,6.3625,0.0,2211.0,0.0,Houston
4476,F,1995,0.041666666666666664,2.9166666666666665,9.0,2211.0,0.004070556309362279,Houston
4476,F,1995,0.041666666666666664,6.45,0.0,2211.0,0.0,Houston
4476,F,1995,0.05,6.029166666666667,0.0,2211.0,0.0,Houston
4476,F,1995,0.05,6.204166666666667,0.0,2211.0,0.0,Houston
4476,F,1995,0.05,6.320833333333334,0.0,2211.0,0.0,Houston
4476,F,1995,0.05,6.404166666666667,0.0,2211.0,0.0,Houston
4476,F,1995,0.058333333333333334,6.15,0.0,2211.0,0.0,Houston
4476,F,1995,0.06666666666666667,6.0875,0.0,2211.0,0.0,Houston
4476,F,1995,0.075,2.975,5.0,2211.0,0.002261420171867933,Houston
4476,F,1995,0.075,3.05,20.0,2211.0,0.009045680687471733,Houston
4476,F,1995,0.10833333333333334,3.1416666666666666,25.0,2211.0,0.011307100859339666,Houston
4476,F,1995,0.10833333333333334,5.95,0.0,2211.0,0.0,Houston
4476,F,1995,0.11666666666666667,5.8375,0.0,2211.0,0.0,Houston
4476,F,1995,0.16666666666666666,5.695833333333334,0.0,2211.0,0.0,Houston
4476,F,1995,0.175,3.283333333333333,44.0,2211.0,0.01990049751243781,Houston
4476,F,1995,0.21666666666666667,5.504166666666666,66.0,2211.0,0.029850746268656716,Houston
4476,F,1995,0.225,3.4833333333333334,123.0,2211.0,0.05563093622795115,Houston
4476,F,1995,0.38333333333333336,5.204166666666667,203.0,2211.0,0.09181365897783808,Houston
4476,F,1995,0.4583333333333333,3.825,411.0,2211.0,0.18588873812754408,Houston
4476,F,1995,0.9583333333333334,4.533333333333333,1262.0,2211.0,0.5707824513794663,Houston
4476,F,2000,0.004166666666666667,2.502083333333333,0.0,2988.0,0.0,Houston
4476,F,2000,0.008333333333333333,2.525,0.0,2988.0,0.0,Houston
4476,F,2000,0.016666666666666666,2.5125,0.0,2988.0,0.0,Houston
4476,F,2000,0.016666666666666666,2.5375,0.0,2988.0,0.0,Houston
4476,F,2000,0.016666666666666666,2.5541666666666667,1.0,2988.0,0.00033467202141900936,Houston
4476,F,2000,0.016666666666666666,2.5708333333333333,1.0,2988.0,0.00033467202141900936,Houston
4476,F,2000,0.016666666666666666,2.5875,1.0,2988.0,0.00033467202141900936,Houston
4476,F,2000,0.016666666666666666,2.6041666666666665,0.0,2988.0,0.0,Houston
4476,F,2000,0.016666666666666666,2.620833333333333,1.0,2988.0,0.00033467202141900936,Houston
4476,F,2000,0.016666666666666666,2.6375,2.0,2988.0,0.0006693440428380187,Houston
4476,F,2000,0.016666666666666666,2.6791666666666667,0.0,2988.0,0.0,Houston
4476,F,2000,0.016666666666666666,2.6958333333333333,1.0,2988.0,0.00033467202141900936,Houston
4476,F,2000,0.025,2.658333333333333,0.0,2988.0,0.0,Houston
4476,F,2000,0.025,2.716666666666667,1.0,2988.0,0.00033467202141900936,Houston
4476,F,2000,0.025,2.7416666666666667,2.0,2988.0,0.0006693440428380187,Houston
4476,F,2000,0.025,2.7666666666666666,3.0,2988.0,0.001004016064257028,Houston
4476,F,2000,0.025,2.7916666666666665,1.0,2988.0,0.00033467202141900936,Houston
4476,F,2000,0.025,2.85,1.0,2988.0,0.00033467202141900936,Houston
4476,F,2000,0.029166666666666667,6.485416666666667,1.0,2988.0,0.00033467202141900936,Houston
4476,F,2000,0.03333333333333333,2.8208333333333333,2.0,2988.0,0.0006693440428380187,Houston
