event,gender,year,meantime,meantime_demeanor,meantime_demeaned,event_name
118259,F,2019,273.61751269035534,15806.79712963407,10.170893863120849,Buffalo
118259,M,1995,229.10453074433656,14618.144460949432,-14.531210271487302,Buffalo
118259,M,1996,230.681240981241,14618.144460949432,-12.954500034582876,Buffalo
118259,M,1997,232.82287671232876,14618.144460949432,-10.812864303495099,Buffalo
118259,M,1998,234.47699829931975,14618.144460949432,-9.158742716504124,Buffalo
118259,M,1999,236.7102605863192,14618.144460949432,-6.92548042950466,Buffalo
118259,M,2001,246.03820861678005,14618.144460949432,2.402467600956182,Buffalo
118259,M,2002,238.40978835978837,14618.144460949432,-5.225952656035497,Buffalo
118259,M,2003,240.33698752228165,14618.144460949432,-3.2987534935422143,Buffalo
118259,M,2004,239.94308236808237,14618.144460949432,-3.692658647741488,Buffalo
118259,M,2005,242.5599086757991,14618.144460949432,-1.0758323400247718,Buffalo
118259,M,2006,249.53144208037827,14618.144460949432,5.895701064554396,Buffalo
118259,M,2007,245.1683372183372,14618.144460949432,1.5325962025133473,Buffalo
118259,M,2009,245.96472457627118,14618.144460949432,2.328983560447311,Buffalo
118259,M,2010,254.28567146282973,14618.144460949432,10.649930447005863,Buffalo
118259,M,2011,263.4688888888889,14618.144460949432,19.83314787306502,Buffalo
118259,M,2013,241.89117364117365,14618.144460949432,-1.7445673746502204,Buffalo
118259,M,2017,257.41706161137444,14618.144460949432,13.78132059555055,Buffalo
118259,M,2019,256.6321559392988,14618.144460949432,12.996414923474942,Buffalo
1224,F,2000,272.6698815566836,16877.567131784504,-8.622903973058147,Surf City
1224,F,2001,266.5774774774775,16877.567131784504,-14.71530805226427,Surf City
1224,F,2002,276.12285714285713,16877.567131784504,-5.169928386884627,Surf City
1224,F,2003,277.25253054101216,16877.567131784504,-4.040254988729552,Surf City
