event,gender,year,bin_width,bin_center,freq,total,density,event_name
4476,F,1995,0.029166666666666667,6.485416666666667,0.0,1531.0,0.0,Houston
4476,F,1995,0.03333333333333333,6.245833333333334,0.0,1531.0,0.0,Houston
4476,F,1995,0.03333333333333333,6.279166666666667,0.0,1531.0,0.0,Houston
4476,F,1995,0.03333333333333333,6.3625,0.0,1531.0,0.0,Houston
4476,F,1995,0.041666666666666664,6.45,0.0,1531.0,0.0,Houston
4476,F,1995,0.05,6.029166666666667,0.0,1531.0,0.0,Houston
4476,F,1995,0.05,6.204166666666667,0.0,1531.0,0.0,Houston
4476,F,1995,0.05,6.320833333333334,0.0,1531.0,0.0,Houston
4476,F,1995,0.05,6.404166666666667,0.0,1531.0,0.0,Houston
4476,F,1995,0.058333333333333334,6.15,0.0,1531.0,0.0,Houston
4476,F,1995,0.06666666666666667,6.0875,0.0,1531.0,0.0,Houston
4476,F,1995,0.10833333333333334,5.95,0.0,1531.0,0.0,Houston
4476,F,1995,0.11666666666666667,5.8375,0.0,1531.0,0.0,Houston
4476,F,1995,0.16666666666666666,5.695833333333334,0.0,1531.0,0.0,Houston
4476,F,1995,0.21666666666666667,5.504166666666666,66.0,1531.0,0.04310907903331156,Houston
4476,F,1995,0.38333333333333336,5.204166666666667,203.0,1531.0,0.1325930764206401,Houston
4476,F,1995,0.9583333333333334,4.533333333333333,1262.0,1531.0,0.8242978445460484,Houston
4476,F,2000,0.029166666666666667,6.485416666666667,1.0,2417.0,0.0004137360364087712,Houston
4476,F,2000,0.03333333333333333,6.245833333333334,1.0,2417.0,0.0004137360364087712,Houston
4476,F,2000,0.03333333333333333,6.279166666666667,1.0,2417.0,0.0004137360364087712,Houston
4476,F,2000,0.03333333333333333,6.3625,2.0,2417.0,0.0008274720728175424,Houston
4476,F,2000,0.041666666666666664,6.45,0.0,2417.0,0.0,Houston
4476,F,2000,0.05,6.029166666666667,13.0,2417.0,0.005378568473314025,Houston
4476,F,2000,0.05,6.204166666666667,1.0,2417.0,0.0004137360364087712,Houston
4476,F,2000,0.05,6.320833333333334,2.0,2417.0,0.0008274720728175424,Houston
4476,F,2000,0.05,6.404166666666667,1.0,2417.0,0.0004137360364087712,Houston
4476,F,2000,0.058333333333333334,6.15,3.0,2417.0,0.0012412081092263137,Houston
4476,F,2000,0.06666666666666667,6.0875,6.0,2417.0,0.0024824162184526274,Houston
4476,F,2000,0.10833333333333334,5.95,26.0,2417.0,0.01075713694662805,Houston
4476,F,2000,0.11666666666666667,5.8375,36.0,2417.0,0.014894497310715763,Houston
4476,F,2000,0.16666666666666666,5.695833333333334,71.0,2417.0,0.029375258585022754,Houston
4476,F,2000,0.21666666666666667,5.504166666666666,243.0,2417.0,0.10053785684733141,Houston
4476,F,2000,0.38333333333333336,5.204166666666667,569.0,2417.0,0.23541580471659082,Houston
4476,F,2000,0.9583333333333334,4.533333333333333,1441.0,2417.0,0.5961936284650393,Houston
4476,F,2005,0.029166666666666667,6.485416666666667,0.0,2912.0,0.0,Houston
4476,F,2005,0.03333333333333333,6.245833333333334,0.0,2912.0,0.0,Houston
4476,F,2005,0.03333333333333333,6.279166666666667,0.0,2912.0,0.0,Houston
4476,F,2005,0.03333333333333333,6.3625,0.0,2912.0,0.0,Houston
4476,F,2005,0.041666666666666664,6.45,0.0,2912.0,0.0,Houston
4476,F,2005,0.05,6.029166666666667,20.0,2912.0,0.006868131868131868,Houston
4476,F,2005,0.05,6.204166666666667,0.0,2912.0,0.0,Houston
4476,F,2005,0.05,6.320833333333334,0.0,2912.0,0.0,Houston
4476,F,2005,0.05,6.404166666666667,0.0,2912.0,0.0,Houston
4476,F,2005,0.058333333333333334,6.15,7.0,2912.0,0.002403846153846154,Houston
4476,F,2005,0.06666666666666667,6.0875,7.0,2912.0,0.002403846153846154,Houston
4476,F,2005,0.10833333333333334,5.95,75.0,2912.0,0.025755494505494504,Houston
4476,F,2005,0.11666666666666667,5.8375,100.0,2912.0,0.034340659340659344,Houston
4476,F,2005,0.16666666666666666,5.695833333333334,178.0,2912.0,0.061126373626373624,Houston
4476,F,2005,0.21666666666666667,5.504166666666666,232.0,2912.0,0.07967032967032966,Houston
4476,F,2005,0.38333333333333336,5.204166666666667,593.0,2912.0,0.2036401098901099,Houston
4476,F,2005,0.9583333333333334,4.533333333333333,1700.0,2912.0,0.5837912087912088,Houston
4476,F,2010,0.029166666666666667,6.485416666666667,0.0,3670.0,0.0,Houston
4476,F,2010,0.03333333333333333,6.245833333333334,1.0,3670.0,0.00027247956403269756,Houston
4476,F,2010,0.03333333333333333,6.279166666666667,2.0,3670.0,0.0005449591280653951,Houston
4476,F,2010,0.03333333333333333,6.3625,1.0,3670.0,0.00027247956403269756,Houston
4476,F,2010,0.041666666666666664,6.45,0.0,3670.0,0.0,Houston
4476,F,2010,0.05,6.029166666666667,21.0,3670.0,0.005722070844686649,Houston
4476,F,2010,0.05,6.204166666666667,1.0,3670.0,0.00027247956403269756,Houston
4476,F,2010,0.05,6.320833333333334,0.0,3670.0,0.0,Houston
4476,F,2010,0.05,6.404166666666667,2.0,3670.0,0.0005449591280653951,Houston
4476,F,2010,0.058333333333333334,6.15,6.0,3670.0,0.0016348773841961854,Houston
4476,F,2010,0.06666666666666667,6.0875,12.0,3670.0,0.0032697547683923707,Houston
4476,F,2010,0.10833333333333334,5.95,102.0,3670.0,0.02779291553133515,Houston
4476,F,2010,0.11666666666666667,5.8375,112.0,3670.0,0.030517711171662125,Houston
4476,F,2010,0.16666666666666666,5.695833333333334,212.0,3670.0,0.05776566757493188,Houston
4476,F,2010,0.21666666666666667,5.504166666666666,325.0,3670.0,0.0885558583106267,Houston
4476,F,2010,0.38333333333333336,5.204166666666667,664.0,3670.0,0.18092643051771118,Houston
4476,F,2010,0.9583333333333334,4.533333333333333,2209.0,3670.0,0.6019073569482288,Houston
4476,F,2015,0.029166666666666667,6.485416666666667,0.0,2839.0,0.0,Houston
4476,F,2015,0.03333333333333333,6.245833333333334,1.0,2839.0,0.0003522367030644593,Houston
4476,F,2015,0.03333333333333333,6.279166666666667,0.0,2839.0,0.0,Houston
4476,F,2015,0.03333333333333333,6.3625,0.0,2839.0,0.0,Houston
4476,F,2015,0.041666666666666664,6.45,0.0,2839.0,0.0,Houston
4476,F,2015,0.05,6.029166666666667,8.0,2839.0,0.0028178936245156746,Houston
4476,F,2015,0.05,6.204166666666667,2.0,2839.0,0.0007044734061289186,Houston
4476,F,2015,0.05,6.320833333333334,1.0,2839.0,0.0003522367030644593,Houston
4476,F,2015,0.05,6.404166666666667,0.0,2839.0,0.0,Houston
4476,F,2015,0.058333333333333334,6.15,2.0,2839.0,0.0007044734061289186,Houston
4476,F,2015,0.06666666666666667,6.0875,8.0,2839.0,0.0028178936245156746,Houston
4476,F,2015,0.10833333333333334,5.95,96.0,2839.0,0.03381472349418809,Houston
4476,F,2015,0.11666666666666667,5.8375,114.0,2839.0,0.040154984149348365,Houston
4476,F,2015,0.16666666666666666,5.695833333333334,166.0,2839.0,0.058471292708700245,Houston
4476,F,2015,0.21666666666666667,5.504166666666666,229.0,2839.0,0.08066220500176119,Houston
4476,F,2015,0.38333333333333336,5.204166666666667,545.0,2839.0,0.19196900317013033,Houston
4476,F,2015,0.9583333333333334,4.533333333333333,1667.0,2839.0,0.5871785840084537,Houston
4476,M,1995,0.029166666666666667,6.485416666666667,0.0,1879.0,0.0,Houston
4476,M,1995,0.03333333333333333,6.245833333333334,0.0,1879.0,0.0,Houston
4476,M,1995,0.03333333333333333,6.279166666666667,0.0,1879.0,0.0,Houston
4476,M,1995,0.03333333333333333,6.3625,0.0,1879.0,0.0,Houston
4476,M,1995,0.041666666666666664,6.45,0.0,1879.0,0.0,Houston
4476,M,1995,0.05,6.029166666666667,0.0,1879.0,0.0,Houston
4476,M,1995,0.05,6.204166666666667,0.0,1879.0,0.0,Houston
4476,M,1995,0.05,6.320833333333334,0.0,1879.0,0.0,Houston
4476,M,1995,0.05,6.404166666666667,0.0,1879.0,0.0,Houston
4476,M,1995,0.058333333333333334,6.15,0.0,1879.0,0.0,Houston
4476,M,1995,0.06666666666666667,6.0875,0.0,1879.0,0.0,Houston
4476,M,1995,0.10833333333333334,5.95,0.0,1879.0,0.0,Houston
4476,M,1995,0.11666666666666667,5.8375,0.0,1879.0,0.0,Houston
4476,M,1995,0.16666666666666666,5.695833333333334,0.0,1879.0,0.0,Houston
4476,M,1995,0.21666666666666667,5.504166666666666,49.0,1879.0,0.026077700904736562,Houston
4476,M,1995,0.38333333333333336,5.204166666666667,186.0,1879.0,0.0989888238424694,Houston
4476,M,1995,0.9583333333333334,4.533333333333333,1644.0,1879.0,0.8749334752527941,Houston
4476,M,2000,0.029166666666666667,6.485416666666667,0.0,2587.0,0.0,Houston
4476,M,2000,0.03333333333333333,6.245833333333334,0.0,2587.0,0.0,Houston
4476,M,2000,0.03333333333333333,6.279166666666667,0.0,2587.0,0.0,Houston
4476,M,2000,0.03333333333333333,6.3625,0.0,2587.0,0.0,Houston
4476,M,2000,0.041666666666666664,6.45,0.0,2587.0,0.0,Houston
4476,M,2000,0.05,6.029166666666667,2.0,2587.0,0.0007730962504831851,Houston
4476,M,2000,0.05,6.204166666666667,0.0,2587.0,0.0,Houston
4476,M,2000,0.05,6.320833333333334,0.0,2587.0,0.0,Houston
4476,M,2000,0.05,6.404166666666667,1.0,2587.0,0.00038654812524159255,Houston
4476,M,2000,0.058333333333333334,6.15,0.0,2587.0,0.0,Houston
4476,M,2000,0.06666666666666667,6.0875,4.0,2587.0,0.0015461925009663702,Houston
4476,M,2000,0.10833333333333334,5.95,14.0,2587.0,0.005411673753382296,Houston
4476,M,2000,0.11666666666666667,5.8375,21.0,2587.0,0.008117510630073444,Houston
4476,M,2000,0.16666666666666666,5.695833333333334,47.0,2587.0,0.01816776188635485,Houston
4476,M,2000,0.21666666666666667,5.504166666666666,149.0,2587.0,0.05759567066099729,Houston
4476,M,2000,0.38333333333333336,5.204166666666667,412.0,2587.0,0.15925782759953613,Houston
4476,M,2000,0.9583333333333334,4.533333333333333,1937.0,2587.0,0.7487437185929648,Houston
4476,M,2005,0.029166666666666667,6.485416666666667,0.0,2447.0,0.0,Houston
4476,M,2005,0.03333333333333333,6.245833333333334,0.0,2447.0,0.0,Houston
4476,M,2005,0.03333333333333333,6.279166666666667,0.0,2447.0,0.0,Houston
4476,M,2005,0.03333333333333333,6.3625,0.0,2447.0,0.0,Houston
4476,M,2005,0.041666666666666664,6.45,0.0,2447.0,0.0,Houston
4476,M,2005,0.05,6.029166666666667,12.0,2447.0,0.004903964037597058,Houston
4476,M,2005,0.05,6.204166666666667,1.0,2447.0,0.0004086636697997548,Houston
4476,M,2005,0.05,6.320833333333334,0.0,2447.0,0.0,Houston
4476,M,2005,0.05,6.404166666666667,0.0,2447.0,0.0,Houston
4476,M,2005,0.058333333333333334,6.15,1.0,2447.0,0.0004086636697997548,Houston
4476,M,2005,0.06666666666666667,6.0875,2.0,2447.0,0.0008173273395995096,Houston
4476,M,2005,0.10833333333333334,5.95,44.0,2447.0,0.01798120147118921,Houston
4476,M,2005,0.11666666666666667,5.8375,68.0,2447.0,0.027789129546383327,Houston
4476,M,2005,0.16666666666666666,5.695833333333334,93.0,2447.0,0.0380057212913772,Houston
4476,M,2005,0.21666666666666667,5.504166666666666,145.0,2447.0,0.059256232120964446,Houston
4476,M,2005,0.38333333333333336,5.204166666666667,360.0,2447.0,0.14711892112791172,Houston
4476,M,2005,0.9583333333333334,4.533333333333333,1721.0,2447.0,0.703310175725378,Houston
4476,M,2010,0.029166666666666667,6.485416666666667,0.0,3392.0,0.0,Houston
4476,M,2010,0.03333333333333333,6.245833333333334,2.0,3392.0,0.0005896226415094339,Houston
4476,M,2010,0.03333333333333333,6.279166666666667,0.0,3392.0,0.0,Houston
4476,M,2010,0.03333333333333333,6.3625,0.0,3392.0,0.0,Houston
4476,M,2010,0.041666666666666664,6.45,0.0,3392.0,0.0,Houston
4476,M,2010,0.05,6.029166666666667,17.0,3392.0,0.0050117924528301884,Houston
4476,M,2010,0.05,6.204166666666667,1.0,3392.0,0.00029481132075471697,Houston
4476,M,2010,0.05,6.320833333333334,0.0,3392.0,0.0,Houston
4476,M,2010,0.05,6.404166666666667,0.0,3392.0,0.0,Houston
4476,M,2010,0.058333333333333334,6.15,5.0,3392.0,0.001474056603773585,Houston
4476,M,2010,0.06666666666666667,6.0875,14.0,3392.0,0.004127358490566038,Houston
4476,M,2010,0.10833333333333334,5.95,74.0,3392.0,0.021816037735849055,Houston
4476,M,2010,0.11666666666666667,5.8375,113.0,3392.0,0.03331367924528302,Houston
4476,M,2010,0.16666666666666666,5.695833333333334,179.0,3392.0,0.05277122641509434,Houston
4476,M,2010,0.21666666666666667,5.504166666666666,281.0,3392.0,0.08284198113207547,Houston
4476,M,2010,0.38333333333333336,5.204166666666667,581.0,3392.0,0.17128537735849056,Houston
4476,M,2010,0.9583333333333334,4.533333333333333,2125.0,3392.0,0.6264740566037735,Houston
4476,M,2015,0.029166666666666667,6.485416666666667,0.0,2667.0,0.0,Houston
4476,M,2015,0.03333333333333333,6.245833333333334,1.0,2667.0,0.0003749531308586427,Houston
4476,M,2015,0.03333333333333333,6.279166666666667,0.0,2667.0,0.0,Houston
4476,M,2015,0.03333333333333333,6.3625,0.0,2667.0,0.0,Houston
4476,M,2015,0.041666666666666664,6.45,0.0,2667.0,0.0,Houston
4476,M,2015,0.05,6.029166666666667,3.0,2667.0,0.0011248593925759281,Houston
4476,M,2015,0.05,6.204166666666667,3.0,2667.0,0.0011248593925759281,Houston
4476,M,2015,0.05,6.320833333333334,1.0,2667.0,0.0003749531308586427,Houston
4476,M,2015,0.05,6.404166666666667,0.0,2667.0,0.0,Houston
4476,M,2015,0.058333333333333334,6.15,2.0,2667.0,0.0007499062617172854,Houston
4476,M,2015,0.06666666666666667,6.0875,12.0,2667.0,0.0044994375703037125,Houston
4476,M,2015,0.10833333333333334,5.95,83.0,2667.0,0.031121109861267343,Houston
4476,M,2015,0.11666666666666667,5.8375,83.0,2667.0,0.031121109861267343,Houston
4476,M,2015,0.16666666666666666,5.695833333333334,137.0,2667.0,0.051368578927634044,Houston
