,year,gender,lat,lon,event,region,state,postal,freq,event_name
2192,2019,F,41.5285757,-109.4662461,3075,West,Wyoming,WY,11,Run With The Horses
2193,2019,F,44.9591352,-89.6301221,28252,Midwest,Wisconsin,WI,46,Wausau
2194,2019,F,48.4756621,-122.3254374,23846,West,Washington,WA,26,Skagit Flats
2195,2019,M,37.6742682,-82.2773629,3080,South,West Virginia,WV,100,Hartfield Mccoy
2196,2019,M,39.02284849999999,-94.7151865,2494,Midwest,Kansas,KS,37,Pilgrim Pacer
2197,2019,M,41.5285757,-109.4662461,3075,West,Wyoming,WY,25,Run With The Horses
2198,2019,M,44.9591352,-89.6301221,28252,Midwest,Wisconsin,WI,81,Wausau
2199,2019,M,48.4756621,-122.3254374,23846,West,Washington,WA,62,Skagit Flats
2200,1999,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,33,Journey
2201,1999,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,103,Journey
2202,2000,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,52,Journey
2203,2000,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,141,Journey
2204,2001,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,32,Journey
2205,2001,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,108,Journey
2206,2002,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,30,Journey
2207,2002,F,46.6540153,-120.5300666,3146,West,Washington,WA,108,Yakima River Canyon
2208,2002,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,120,Journey
2209,2002,M,46.6540153,-120.5300666,3146,West,Washington,WA,215,Yakima River Canyon
2210,2003,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,31,Journey
2211,2003,F,46.6540153,-120.5300666,3146,West,Washington,WA,102,Yakima River Canyon
2212,2003,F,48.118146,-123.4307413,3130,West,Washington,WA,90,North Olympic Discovery
2213,2003,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,85,Journey
2214,2003,M,46.6540153,-120.5300666,3146,West,Washington,WA,223,Yakima River Canyon
2215,2003,M,48.118146,-123.4307413,3130,West,Washington,WA,152,North Olympic Discovery
2216,2004,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,50,Journey
2217,2004,F,46.6540153,-120.5300666,3146,West,Washington,WA,95,Yakima River Canyon
2218,2004,F,48.118146,-123.4307413,3130,West,Washington,WA,143,North Olympic Discovery
2219,2004,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,86,Journey
2220,2004,M,46.6540153,-120.5300666,3146,West,Washington,WA,215,Yakima River Canyon
2221,2004,M,48.118146,-123.4307413,3130,West,Washington,WA,219,North Olympic Discovery
2222,2005,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,36,Journey
2223,2005,F,46.6540153,-120.5300666,3146,West,Washington,WA,113,Yakima River Canyon
2224,2005,F,47.4234599,-120.3103494,3148,West,Washington,WA,28,Wenatchee
2225,2005,F,48.118146,-123.4307413,3130,West,Washington,WA,192,North Olympic Discovery
2226,2005,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,84,Journey
2227,2005,M,46.6540153,-120.5300666,3146,West,Washington,WA,234,Yakima River Canyon
2228,2005,M,47.4234599,-120.3103494,3148,West,Washington,WA,57,Wenatchee
2229,2005,M,48.118146,-123.4307413,3130,West,Washington,WA,228,North Olympic Discovery
2230,2006,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,44,Journey
2231,2006,F,46.6540153,-120.5300666,3146,West,Washington,WA,118,Yakima River Canyon
2232,2006,F,47.4234599,-120.3103494,3148,West,Washington,WA,35,Wenatchee
2233,2006,F,48.118146,-123.4307413,3130,West,Washington,WA,180,North Olympic Discovery
2234,2006,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,68,Journey
2235,2006,M,46.6540153,-120.5300666,3146,West,Washington,WA,245,Yakima River Canyon
2236,2006,M,47.4234599,-120.3103494,3148,West,Washington,WA,81,Wenatchee
2237,2006,M,48.118146,-123.4307413,3130,West,Washington,WA,206,North Olympic Discovery
2238,2007,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,47,Journey
2239,2007,F,46.6540153,-120.5300666,3146,West,Washington,WA,152,Yakima River Canyon
2240,2007,F,47.4234599,-120.3103494,3148,West,Washington,WA,27,Wenatchee
2241,2007,F,48.118146,-123.4307413,3130,West,Washington,WA,169,North Olympic Discovery
2242,2007,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,89,Journey
2243,2007,M,46.6540153,-120.5300666,3146,West,Washington,WA,284,Yakima River Canyon
2244,2007,M,47.4234599,-120.3103494,3148,West,Washington,WA,48,Wenatchee
2245,2007,M,48.118146,-123.4307413,3130,West,Washington,WA,203,North Olympic Discovery
2246,2008,F,46.6540153,-120.5300666,3146,West,Washington,WA,133,Yakima River Canyon
2247,2008,F,47.4234599,-120.3103494,3148,West,Washington,WA,40,Wenatchee
2248,2008,F,48.118146,-123.4307413,3130,West,Washington,WA,143,North Olympic Discovery
2249,2008,M,46.6540153,-120.5300666,3146,West,Washington,WA,241,Yakima River Canyon
2250,2008,M,47.4234599,-120.3103494,3148,West,Washington,WA,50,Wenatchee
2251,2008,M,48.118146,-123.4307413,3130,West,Washington,WA,190,North Olympic Discovery
2252,2009,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,30,Journey
2253,2009,F,46.6540153,-120.5300666,3146,West,Washington,WA,148,Yakima River Canyon
2254,2009,F,47.4234599,-120.3103494,3148,West,Washington,WA,39,Wenatchee
2255,2009,F,48.118146,-123.4307413,3130,West,Washington,WA,115,North Olympic Discovery
2256,2009,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,74,Journey
2257,2009,M,46.6540153,-120.5300666,3146,West,Washington,WA,276,Yakima River Canyon
2258,2009,M,47.4234599,-120.3103494,3148,West,Washington,WA,37,Wenatchee
2259,2009,M,48.118146,-123.4307413,3130,West,Washington,WA,189,North Olympic Discovery
2260,2010,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,39,Journey
2261,2010,F,46.6540153,-120.5300666,3146,West,Washington,WA,194,Yakima River Canyon
2262,2010,F,47.4234599,-120.3103494,3148,West,Washington,WA,40,Wenatchee
2263,2010,F,48.118146,-123.4307413,3130,West,Washington,WA,183,North Olympic Discovery
2264,2010,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,78,Journey
2265,2010,M,46.6540153,-120.5300666,3146,West,Washington,WA,302,Yakima River Canyon
2266,2010,M,47.4234599,-120.3103494,3148,West,Washington,WA,80,Wenatchee
2267,2010,M,48.118146,-123.4307413,3130,West,Washington,WA,198,North Olympic Discovery
2268,2011,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,30,Journey
2269,2011,F,46.6540153,-120.5300666,3146,West,Washington,WA,183,Yakima River Canyon
2270,2011,F,47.4234599,-120.3103494,3148,West,Washington,WA,56,Wenatchee
2271,2011,F,48.118146,-123.4307413,3130,West,Washington,WA,163,North Olympic Discovery
2272,2011,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,68,Journey
2273,2011,M,46.6540153,-120.5300666,3146,West,Washington,WA,279,Yakima River Canyon
2274,2011,M,47.4234599,-120.3103494,3148,West,Washington,WA,69,Wenatchee
2275,2011,M,48.118146,-123.4307413,3130,West,Washington,WA,173,North Olympic Discovery
2276,2012,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,34,Journey
2277,2012,F,46.6540153,-120.5300666,3146,West,Washington,WA,206,Yakima River Canyon
2278,2012,F,47.4234599,-120.3103494,3148,West,Washington,WA,51,Wenatchee
2279,2012,F,48.118146,-123.4307413,3130,West,Washington,WA,150,North Olympic Discovery
2280,2012,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,60,Journey
2281,2012,M,46.6540153,-120.5300666,3146,West,Washington,WA,281,Yakima River Canyon
2282,2012,M,47.4234599,-120.3103494,3148,West,Washington,WA,54,Wenatchee
2283,2012,M,48.118146,-123.4307413,3130,West,Washington,WA,170,North Olympic Discovery
2284,2013,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,43,Journey
2285,2013,F,46.6540153,-120.5300666,3146,West,Washington,WA,139,Yakima River Canyon
2286,2013,F,47.4234599,-120.3103494,3148,West,Washington,WA,84,Wenatchee
2287,2013,F,48.118146,-123.4307413,3130,West,Washington,WA,187,North Olympic Discovery
2288,2013,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,58,Journey
2289,2013,M,46.6540153,-120.5300666,3146,West,Washington,WA,213,Yakima River Canyon
2290,2013,M,47.4234599,-120.3103494,3148,West,Washington,WA,68,Wenatchee
2291,2013,M,48.118146,-123.4307413,3130,West,Washington,WA,126,North Olympic Discovery
2292,2014,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,38,Journey
2293,2014,F,46.6540153,-120.5300666,3146,West,Washington,WA,165,Yakima River Canyon
2294,2014,F,47.4234599,-120.3103494,3148,West,Washington,WA,78,Wenatchee
2295,2014,F,48.118146,-123.4307413,3130,West,Washington,WA,170,North Olympic Discovery
2296,2014,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,52,Journey
2297,2014,M,46.6540153,-120.5300666,3146,West,Washington,WA,182,Yakima River Canyon
2298,2014,M,47.4234599,-120.3103494,3148,West,Washington,WA,70,Wenatchee
2299,2014,M,48.118146,-123.4307413,3130,West,Washington,WA,154,North Olympic Discovery
2300,2015,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,33,Journey
2301,2015,F,46.6540153,-120.5300666,3146,West,Washington,WA,97,Yakima River Canyon
2302,2015,F,47.4234599,-120.3103494,3148,West,Washington,WA,72,Wenatchee
2303,2015,F,48.118146,-123.4307413,3130,West,Washington,WA,130,North Olympic Discovery
2304,2015,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,56,Journey
2305,2015,M,46.6540153,-120.5300666,3146,West,Washington,WA,149,Yakima River Canyon
2306,2015,M,47.4234599,-120.3103494,3148,West,Washington,WA,62,Wenatchee
2307,2015,M,48.118146,-123.4307413,3130,West,Washington,WA,109,North Olympic Discovery
2308,2016,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,26,Journey
2309,2016,F,46.6540153,-120.5300666,3146,West,Washington,WA,84,Yakima River Canyon
2310,2016,F,47.4234599,-120.3103494,3148,West,Washington,WA,59,Wenatchee
2311,2016,F,48.118146,-123.4307413,3130,West,Washington,WA,114,North Olympic Discovery
2312,2016,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,38,Journey
2313,2016,M,46.6540153,-120.5300666,3146,West,Washington,WA,104,Yakima River Canyon
2314,2016,M,47.4234599,-120.3103494,3148,West,Washington,WA,51,Wenatchee
2315,2016,M,48.118146,-123.4307413,3130,West,Washington,WA,105,North Olympic Discovery
2316,2017,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,23,Journey
2317,2017,F,46.6540153,-120.5300666,3146,West,Washington,WA,64,Yakima River Canyon
2318,2017,F,47.4234599,-120.3103494,3148,West,Washington,WA,51,Wenatchee
2319,2017,F,48.118146,-123.4307413,3130,West,Washington,WA,131,North Olympic Discovery
2320,2017,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,33,Journey
2321,2017,M,46.6540153,-120.5300666,3146,West,Washington,WA,93,Yakima River Canyon
2322,2017,M,47.4234599,-120.3103494,3148,West,Washington,WA,55,Wenatchee
2323,2017,M,48.118146,-123.4307413,3130,West,Washington,WA,139,North Olympic Discovery
2324,2018,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,25,Journey
2325,2018,F,46.6540153,-120.5300666,3146,West,Washington,WA,52,Yakima River Canyon
2326,2018,F,47.4234599,-120.3103494,3148,West,Washington,WA,31,Wenatchee
2327,2018,F,48.118146,-123.4307413,3130,West,Washington,WA,120,North Olympic Discovery
2328,2018,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,32,Journey
2329,2018,M,46.6540153,-120.5300666,3146,West,Washington,WA,93,Yakima River Canyon
2330,2018,M,47.4234599,-120.3103494,3148,West,Washington,WA,35,Wenatchee
2331,2018,M,48.118146,-123.4307413,3130,West,Washington,WA,104,North Olympic Discovery
2332,2019,F,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,24,Journey
2333,2019,F,46.6540153,-120.5300666,3146,West,Washington,WA,62,Yakima River Canyon
2334,2019,F,47.4234599,-120.3103494,3148,West,Washington,WA,42,Wenatchee
2335,2019,F,48.118146,-123.4307413,3130,West,Washington,WA,118,North Olympic Discovery
2336,2019,M,45.9171763,-89.2442988,3099,Midwest,Wisconsin,WI,27,Journey
2337,2019,M,46.6540153,-120.5300666,3146,West,Washington,WA,89,Yakima River Canyon
2338,2019,M,47.4234599,-120.3103494,3148,West,Washington,WA,47,Wenatchee
2339,2019,M,48.118146,-123.4307413,3130,West,Washington,WA,128,North Olympic Discovery
2340,1995,F,34.7303688,-86.5861037,3202,South,Alabama,AL,212,Rocket City
2341,1995,M,34.7303688,-86.5861037,3202,South,Alabama,AL,839,Rocket City
2342,1996,F,34.7303688,-86.5861037,3202,South,Alabama,AL,186,Rocket City
2343,1996,M,34.7303688,-86.5861037,3202,South,Alabama,AL,677,Rocket City
2344,1997,F,34.7303688,-86.5861037,3202,South,Alabama,AL,182,Rocket City
2345,1997,M,34.7303688,-86.5861037,3202,South,Alabama,AL,602,Rocket City
2346,1998,F,34.7303688,-86.5861037,3202,South,Alabama,AL,195,Rocket City
2347,1998,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,309,Shamrock
2348,1998,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,499,Vermont City
2349,1998,M,34.7303688,-86.5861037,3202,South,Alabama,AL,645,Rocket City
2350,1998,M,36.8529263,-75.97798499999999,3175,South,Virginia,VA,962,Shamrock
2351,1998,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1167,Vermont City
2352,1999,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,357,Shamrock
2353,1999,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,550,Vermont City
2354,1999,M,36.8529263,-75.97798499999999,3175,South,Virginia,VA,943,Shamrock
2355,1999,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1041,Vermont City
2356,2000,F,34.7303688,-86.5861037,3202,South,Alabama,AL,235,Rocket City
2357,2000,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,462,Shamrock
2358,2000,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,664,Vermont City
2359,2000,M,34.7303688,-86.5861037,3202,South,Alabama,AL,772,Rocket City
2360,2000,M,36.8529263,-75.97798499999999,3175,South,Virginia,VA,995,Shamrock
2361,2000,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1120,Vermont City
2362,2001,F,34.7303688,-86.5861037,3202,South,Alabama,AL,263,Rocket City
2363,2001,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,460,Shamrock
2364,2001,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,744,Vermont City
2365,2001,M,34.7303688,-86.5861037,3202,South,Alabama,AL,846,Rocket City
2366,2001,M,36.8529263,-75.97798499999999,3175,South,Virginia,VA,1023,Shamrock
2367,2001,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1263,Vermont City
2368,2002,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,72,Lost Dutchman
2369,2002,F,34.7303688,-86.5861037,3202,South,Alabama,AL,179,Rocket City
2370,2002,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,380,Shamrock
2371,2002,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,732,Vermont City
2372,2002,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,46,Whidbey Island
2373,2002,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,151,Lost Dutchman
2374,2002,M,34.7303688,-86.5861037,3202,South,Alabama,AL,623,Rocket City
2375,2002,M,36.8529263,-75.97798499999999,3175,South,Virginia,VA,776,Shamrock
2376,2002,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1121,Vermont City
2377,2002,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,86,Whidbey Island
2378,2003,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,103,Lost Dutchman
2379,2003,F,34.7303688,-86.5861037,3202,South,Alabama,AL,214,Rocket City
2380,2003,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,372,Shamrock
2381,2003,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,876,Vermont City
2382,2003,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,48,Whidbey Island
2383,2003,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,206,Lost Dutchman
2384,2003,M,34.7303688,-86.5861037,3202,South,Alabama,AL,642,Rocket City
2385,2003,M,36.8529263,-75.97798499999999,3175,South,Virginia,VA,761,Shamrock
2386,2003,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1225,Vermont City
2387,2003,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,90,Whidbey Island
2388,2004,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,62,Lost Dutchman
2389,2004,F,34.7303688,-86.5861037,3202,South,Alabama,AL,175,Rocket City
2390,2004,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,592,Shamrock
2391,2004,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,939,Vermont City
2392,2004,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,60,Whidbey Island
2393,2004,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,173,Lost Dutchman
2394,2004,M,34.7303688,-86.5861037,3202,South,Alabama,AL,577,Rocket City
2395,2004,M,36.8529263,-75.97798499999999,3175,South,Virginia,VA,1197,Shamrock
2396,2004,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1325,Vermont City
2397,2004,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,124,Whidbey Island
2398,2005,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,84,Lost Dutchman
2399,2005,F,34.7303688,-86.5861037,3202,South,Alabama,AL,216,Rocket City
2400,2005,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,520,Shamrock
2401,2005,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,74,Whidbey Island
2402,2005,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,184,Lost Dutchman
2403,2005,M,34.7303688,-86.5861037,3202,South,Alabama,AL,588,Rocket City
2404,2005,M,36.8529263,-75.97798499999999,3175,South,Virginia,VA,988,Shamrock
2405,2005,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,143,Whidbey Island
2406,2006,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,126,Lost Dutchman
2407,2006,F,34.7303688,-86.5861037,3202,South,Alabama,AL,260,Rocket City
2408,2006,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,568,Shamrock
2409,2006,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1042,Vermont City
2410,2006,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,108,Whidbey Island
2411,2006,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,255,Lost Dutchman
2412,2006,M,34.7303688,-86.5861037,3202,South,Alabama,AL,683,Rocket City
2413,2006,M,36.8529263,-75.97798499999999,3175,South,Virginia,VA,1131,Shamrock
2414,2006,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1436,Vermont City
2415,2006,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,176,Whidbey Island
2416,2007,F,34.7303688,-86.5861037,3202,South,Alabama,AL,355,Rocket City
2417,2007,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,647,Shamrock
2418,2007,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,135,Whidbey Island
2419,2007,M,34.7303688,-86.5861037,3202,South,Alabama,AL,890,Rocket City
2420,2007,M,36.8529263,-75.97798499999999,3175,South,Virginia,VA,1212,Shamrock
2421,2007,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,226,Whidbey Island
2422,2008,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,128,Lost Dutchman
2423,2008,F,34.7303688,-86.5861037,3202,South,Alabama,AL,341,Rocket City
2424,2008,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,162,Whidbey Island
2425,2008,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,190,Lost Dutchman
2426,2008,M,34.7303688,-86.5861037,3202,South,Alabama,AL,768,Rocket City
2427,2008,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,215,Whidbey Island
2428,2009,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,115,Lost Dutchman
2429,2009,F,34.7303688,-86.5861037,3202,South,Alabama,AL,409,Rocket City
2430,2009,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,965,Shamrock
2431,2009,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,970,Vermont City
2432,2009,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,115,Whidbey Island
2433,2009,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,231,Lost Dutchman
2434,2009,M,34.7303688,-86.5861037,3202,South,Alabama,AL,841,Rocket City
2435,2009,M,36.8529263,-75.97798499999999,3175,South,Virginia,VA,1576,Shamrock
2436,2009,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1346,Vermont City
2437,2009,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,163,Whidbey Island
2438,2010,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,176,Lost Dutchman
2439,2010,F,34.7303688,-86.5861037,3202,South,Alabama,AL,361,Rocket City
2440,2010,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,1003,Shamrock
2441,2010,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1208,Vermont City
2442,2010,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,102,Whidbey Island
2443,2010,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,288,Lost Dutchman
2444,2010,M,34.7303688,-86.5861037,3202,South,Alabama,AL,781,Rocket City
2445,2010,M,36.8529263,-75.97798499999999,3175,South,Virginia,VA,1590,Shamrock
2446,2010,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1508,Vermont City
2447,2010,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,143,Whidbey Island
2448,2011,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,205,Lost Dutchman
2449,2011,F,34.7303688,-86.5861037,3202,South,Alabama,AL,378,Rocket City
2450,2011,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1019,Vermont City
2451,2011,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,71,Whidbey Island
2452,2011,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,342,Lost Dutchman
2453,2011,M,34.7303688,-86.5861037,3202,South,Alabama,AL,747,Rocket City
2454,2011,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1373,Vermont City
2455,2011,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,116,Whidbey Island
2456,2012,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,205,Lost Dutchman
2457,2012,F,34.7303688,-86.5861037,3202,South,Alabama,AL,390,Rocket City
2458,2012,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1083,Vermont City
2459,2012,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,90,Whidbey Island
2460,2012,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,319,Lost Dutchman
2461,2012,M,34.7303688,-86.5861037,3202,South,Alabama,AL,748,Rocket City
2462,2012,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1336,Vermont City
2463,2012,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,123,Whidbey Island
2464,2013,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,160,Lost Dutchman
2465,2013,F,34.7303688,-86.5861037,3202,South,Alabama,AL,517,Rocket City
2466,2013,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1212,Vermont City
2467,2013,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,132,Whidbey Island
2468,2013,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,221,Lost Dutchman
2469,2013,M,34.7303688,-86.5861037,3202,South,Alabama,AL,823,Rocket City
2470,2013,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1392,Vermont City
2471,2013,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,118,Whidbey Island
2472,2014,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,141,Lost Dutchman
2473,2014,F,34.7303688,-86.5861037,3202,South,Alabama,AL,559,Rocket City
2474,2014,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1143,Vermont City
2475,2014,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,210,Whidbey Island
2476,2014,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,192,Lost Dutchman
2477,2014,M,34.7303688,-86.5861037,3202,South,Alabama,AL,901,Rocket City
2478,2014,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1279,Vermont City
2479,2014,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,202,Whidbey Island
2480,2015,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,123,Lost Dutchman
2481,2015,F,34.7303688,-86.5861037,3202,South,Alabama,AL,499,Rocket City
2482,2015,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1126,Vermont City
2483,2015,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,86,Whidbey Island
2484,2015,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,191,Lost Dutchman
2485,2015,M,34.7303688,-86.5861037,3202,South,Alabama,AL,770,Rocket City
2486,2015,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,1325,Vermont City
2487,2015,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,93,Whidbey Island
2488,2016,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,119,Lost Dutchman
2489,2016,F,34.7303688,-86.5861037,3202,South,Alabama,AL,361,Rocket City
2490,2016,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,796,Shamrock
2491,2016,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,345,Vermont City
2492,2016,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,50,Whidbey Island
2493,2016,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,164,Lost Dutchman
2494,2016,M,34.7303688,-86.5861037,3202,South,Alabama,AL,666,Rocket City
2495,2016,M,36.8529263,-75.97798499999999,3175,South,Virginia,VA,1000,Shamrock
2496,2016,M,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,570,Vermont City
2497,2016,M,48.28829469999999,-122.6484205,3162,West,Washington,WA,86,Whidbey Island
2498,2017,F,33.4150485,-111.5495777,3213,West,Arizona,AZ,113,Lost Dutchman
2499,2017,F,34.7303688,-86.5861037,3202,South,Alabama,AL,328,Rocket City
2500,2017,F,36.8529263,-75.97798499999999,3175,South,Virginia,VA,589,Shamrock
2501,2017,F,44.4758825,-73.21207199999999,3171,Northeast,Vermont,VT,920,Vermont City
2502,2017,F,48.28829469999999,-122.6484205,3162,West,Washington,WA,58,Whidbey Island
2503,2017,M,33.4150485,-111.5495777,3213,West,Arizona,AZ,137,Lost Dutchman
2504,2017,M,34.7303688,-86.5861037,3202,South,Alabama,AL,567,Rocket City
