,year,gender,lat,lon,event,region,state,postal,freq,event_name
765,2010,M,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,5132,Philadelphia
766,2010,M,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,1367,Hartford
767,2010,M,42.331427,-83.0457538,154412,Midwest,Michigan,MI,2077,Detroit Free Press
768,2011,F,35.9782216,-114.8345117,158854,West,Nevada,NV,36,Hoover Dam
769,2011,F,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,4216,Philadelphia
770,2011,F,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,857,Hartford
771,2011,M,35.9782216,-114.8345117,158854,West,Nevada,NV,57,Hoover Dam
772,2011,M,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,5964,Philadelphia
773,2011,M,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,1338,Hartford
774,2012,F,35.9782216,-114.8345117,158854,West,Nevada,NV,60,Hoover Dam
775,2012,F,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,5105,Philadelphia
776,2012,F,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,984,Hartford
777,2012,F,42.331427,-83.0457538,154412,Midwest,Michigan,MI,1481,Detroit Free Press
778,2012,F,43.8231096,-111.7924237,173497,West,Idaho,ID,25,Teton Dam
779,2012,M,35.9782216,-114.8345117,158854,West,Nevada,NV,109,Hoover Dam
780,2012,M,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,6360,Philadelphia
781,2012,M,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,1499,Hartford
782,2012,M,42.331427,-83.0457538,154412,Midwest,Michigan,MI,2177,Detroit Free Press
783,2012,M,43.8231096,-111.7924237,173497,West,Idaho,ID,53,Teton Dam
784,2013,F,35.9782216,-114.8345117,158854,West,Nevada,NV,92,Hoover Dam
785,2013,F,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,4799,Philadelphia
786,2013,F,42.331427,-83.0457538,154412,Midwest,Michigan,MI,1786,Detroit Free Press
787,2013,F,43.8231096,-111.7924237,173497,West,Idaho,ID,20,Teton Dam
788,2013,M,35.9782216,-114.8345117,158854,West,Nevada,NV,135,Hoover Dam
789,2013,M,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,5939,Philadelphia
790,2013,M,42.331427,-83.0457538,154412,Midwest,Michigan,MI,2373,Detroit Free Press
791,2013,M,43.8231096,-111.7924237,173497,West,Idaho,ID,35,Teton Dam
792,2014,F,35.9782216,-114.8345117,158854,West,Nevada,NV,53,Hoover Dam
793,2014,F,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,4528,Philadelphia
794,2014,F,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,1070,Hartford
795,2014,F,42.331427,-83.0457538,154412,Midwest,Michigan,MI,1658,Detroit Free Press
796,2014,F,43.8231096,-111.7924237,173497,West,Idaho,ID,31,Teton Dam
797,2014,M,35.9782216,-114.8345117,158854,West,Nevada,NV,93,Hoover Dam
798,2014,M,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,5649,Philadelphia
799,2014,M,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,1337,Hartford
800,2014,M,42.331427,-83.0457538,154412,Midwest,Michigan,MI,2202,Detroit Free Press
801,2014,M,43.8231096,-111.7924237,173497,West,Idaho,ID,44,Teton Dam
802,2015,F,35.9782216,-114.8345117,158854,West,Nevada,NV,49,Hoover Dam
803,2015,F,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,3997,Philadelphia
804,2015,F,42.331427,-83.0457538,154412,Midwest,Michigan,MI,1581,Detroit Free Press
805,2015,F,43.8231096,-111.7924237,173497,West,Idaho,ID,28,Teton Dam
806,2015,M,35.9782216,-114.8345117,158854,West,Nevada,NV,47,Hoover Dam
807,2015,M,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,5019,Philadelphia
808,2015,M,42.331427,-83.0457538,154412,Midwest,Michigan,MI,2102,Detroit Free Press
809,2015,M,43.8231096,-111.7924237,173497,West,Idaho,ID,42,Teton Dam
810,2016,F,35.9782216,-114.8345117,158854,West,Nevada,NV,34,Hoover Dam
811,2016,F,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,791,Hartford
812,2016,F,42.331427,-83.0457538,154412,Midwest,Michigan,MI,1281,Detroit Free Press
813,2016,F,43.8231096,-111.7924237,173497,West,Idaho,ID,21,Teton Dam
814,2016,M,35.9782216,-114.8345117,158854,West,Nevada,NV,57,Hoover Dam
815,2016,M,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,1024,Hartford
816,2016,M,42.331427,-83.0457538,154412,Midwest,Michigan,MI,1828,Detroit Free Press
817,2016,M,43.8231096,-111.7924237,173497,West,Idaho,ID,32,Teton Dam
818,2017,F,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,3152,Philadelphia
819,2017,F,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,686,Hartford
820,2017,F,42.331427,-83.0457538,154412,Midwest,Michigan,MI,1215,Detroit Free Press
821,2017,F,43.8231096,-111.7924237,173497,West,Idaho,ID,17,Teton Dam
822,2017,M,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,4473,Philadelphia
823,2017,M,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,929,Hartford
824,2017,M,42.331427,-83.0457538,154412,Midwest,Michigan,MI,1746,Detroit Free Press
825,2017,M,43.8231096,-111.7924237,173497,West,Idaho,ID,40,Teton Dam
826,2018,F,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,4039,Philadelphia
827,2018,F,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,638,Hartford
828,2018,F,42.331427,-83.0457538,154412,Midwest,Michigan,MI,1261,Detroit Free Press
829,2018,F,43.8231096,-111.7924237,173497,West,Idaho,ID,30,Teton Dam
830,2018,M,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,5264,Philadelphia
831,2018,M,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,921,Hartford
832,2018,M,42.331427,-83.0457538,154412,Midwest,Michigan,MI,1718,Detroit Free Press
833,2018,M,43.8231096,-111.7924237,173497,West,Idaho,ID,39,Teton Dam
834,2019,F,35.9782216,-114.8345117,158854,West,Nevada,NV,21,Hoover Dam
835,2019,F,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,4086,Philadelphia
836,2019,F,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,572,Hartford
837,2019,F,42.331427,-83.0457538,154412,Midwest,Michigan,MI,1246,Detroit Free Press
838,2019,F,43.8231096,-111.7924237,173497,West,Idaho,ID,21,Teton Dam
839,2019,M,35.9782216,-114.8345117,158854,West,Nevada,NV,46,Hoover Dam
840,2019,M,39.9525839,-75.1652215,156909,Northeast,Pennsylvania,PA,5718,Philadelphia
841,2019,M,41.7658043,-72.6733723,1581,Northeast,Connecticut,CT,906,Hartford
842,2019,M,42.331427,-83.0457538,154412,Midwest,Michigan,MI,1860,Detroit Free Press
843,2019,M,43.8231096,-111.7924237,173497,West,Idaho,ID,50,Teton Dam
844,1995,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,91,Kansas City
845,1995,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,356,Kansas City
846,1996,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,287,Milwaukee Lakefront
847,1996,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,728,Milwaukee Lakefront
848,1998,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,263,Milwaukee Lakefront
849,1998,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,625,Milwaukee Lakefront
850,2000,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,16,Yonkers
851,2000,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,287,Milwaukee Lakefront
852,2000,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,103,Yonkers
853,2000,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,611,Milwaukee Lakefront
854,2002,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,143,Kansas City
855,2002,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,368,Milwaukee Lakefront
856,2002,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,353,Kansas City
857,2002,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,770,Milwaukee Lakefront
858,2003,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,239,Little Rock
859,2003,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,93,Kansas City
860,2003,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,50,Casper
861,2003,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,536,Milwaukee Lakefront
862,2003,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,493,Little Rock
863,2003,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,256,Kansas City
864,2003,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,119,Casper
865,2003,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,960,Milwaukee Lakefront
866,2004,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,237,Little Rock
867,2004,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,14,Yonkers
868,2004,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,31,Casper
869,2004,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,650,Milwaukee Lakefront
870,2004,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,544,Little Rock
871,2004,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,108,Yonkers
872,2004,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,85,Casper
873,2004,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,1151,Milwaukee Lakefront
874,2005,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,293,Little Rock
875,2005,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,156,Kansas City
876,2005,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,50,Casper
877,2005,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,677,Milwaukee Lakefront
878,2005,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,689,Little Rock
879,2005,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,283,Kansas City
880,2005,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,88,Casper
881,2005,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,1189,Milwaukee Lakefront
882,2006,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,397,Little Rock
883,2006,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,248,Kansas City
884,2006,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,20,Yonkers
885,2006,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,23,Casper
886,2006,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,740,Milwaukee Lakefront
887,2006,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,877,Little Rock
888,2006,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,403,Kansas City
889,2006,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,82,Yonkers
890,2006,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,81,Casper
891,2006,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,1167,Milwaukee Lakefront
892,2007,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,400,Little Rock
893,2007,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,380,Kansas City
894,2007,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,10,Yonkers
895,2007,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,43,Casper
896,2007,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,635,Milwaukee Lakefront
897,2007,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,752,Little Rock
898,2007,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,705,Kansas City
899,2007,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,81,Yonkers
900,2007,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,98,Casper
901,2007,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,1017,Milwaukee Lakefront
902,2008,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,400,Little Rock
903,2008,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,442,Kansas City
904,2008,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,14,Yonkers
905,2008,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,62,Casper
906,2008,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,755,Little Rock
907,2008,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,760,Kansas City
908,2008,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,92,Yonkers
909,2008,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,99,Casper
910,2009,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,466,Little Rock
911,2009,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,571,Kansas City
912,2009,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,33,Yonkers
913,2009,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,31,Casper
914,2009,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,739,Milwaukee Lakefront
915,2009,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,828,Little Rock
916,2009,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,980,Kansas City
917,2009,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,94,Yonkers
918,2009,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,69,Casper
919,2009,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,1035,Milwaukee Lakefront
920,2010,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,512,Little Rock
921,2010,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,524,Kansas City
922,2010,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,26,Yonkers
923,2010,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,46,Casper
924,2010,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,929,Little Rock
925,2010,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,896,Kansas City
926,2010,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,104,Yonkers
927,2010,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,104,Casper
928,2011,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,669,Little Rock
929,2011,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,483,Kansas City
930,2011,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,37,Yonkers
931,2011,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,53,Casper
932,2011,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,1025,Little Rock
933,2011,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,835,Kansas City
934,2011,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,143,Yonkers
935,2011,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,92,Casper
936,2012,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,751,Little Rock
937,2012,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,536,Kansas City
938,2012,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,59,Yonkers
939,2012,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,87,Casper
940,2012,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,1072,Little Rock
941,2012,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,907,Kansas City
942,2012,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,165,Yonkers
943,2012,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,137,Casper
944,2013,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,936,Little Rock
945,2013,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,689,Kansas City
946,2013,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,56,Yonkers
947,2013,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,77,Casper
948,2013,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,1207,Little Rock
949,2013,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,1060,Kansas City
950,2013,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,139,Yonkers
951,2013,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,93,Casper
952,2014,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,630,Little Rock
953,2014,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,559,Kansas City
954,2014,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,39,Yonkers
955,2014,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,72,Casper
956,2014,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,926,Little Rock
957,2014,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,753,Kansas City
958,2014,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,121,Yonkers
959,2014,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,108,Casper
960,2015,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,987,Little Rock
961,2015,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,491,Kansas City
962,2015,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,51,Yonkers
963,2015,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,65,Casper
964,2015,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,1068,Little Rock
965,2015,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,762,Kansas City
966,2015,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,162,Yonkers
967,2015,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,108,Casper
968,2016,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,458,Kansas City
969,2016,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,20,Yonkers
970,2016,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,32,Casper
971,2016,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,999,Milwaukee Lakefront
972,2016,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,744,Kansas City
973,2016,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,68,Yonkers
974,2016,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,86,Casper
975,2016,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,1027,Milwaukee Lakefront
976,2017,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,870,Little Rock
977,2017,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,462,Kansas City
978,2017,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,6,Yonkers
979,2017,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,807,Milwaukee Lakefront
980,2017,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,910,Little Rock
981,2017,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,776,Kansas City
982,2017,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,29,Yonkers
983,2017,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,919,Milwaukee Lakefront
984,2018,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,648,Little Rock
985,2018,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,471,Kansas City
986,2018,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,18,Yonkers
987,2018,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,44,Casper
988,2018,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,966,Milwaukee Lakefront
989,2018,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,825,Little Rock
990,2018,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,782,Kansas City
991,2018,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,70,Yonkers
992,2018,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,67,Casper
993,2018,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,1153,Milwaukee Lakefront
994,2019,F,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,609,Little Rock
995,2019,F,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,420,Kansas City
996,2019,F,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,23,Yonkers
997,2019,F,42.8500769,-106.3251749,182054,West,Wyoming,WY,45,Casper
998,2019,F,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,926,Milwaukee Lakefront
999,2019,M,34.7464809,-92.28959479999999,180410,South,Arkansas,AR,707,Little Rock
1000,2019,M,39.0997265,-94.5785667,183214,Midwest,Missouri,MO,800,Kansas City
1001,2019,M,40.9312099,-73.89874689999999,184458,Northeast,New York,NY,80,Yonkers
1002,2019,M,42.8500769,-106.3251749,182054,West,Wyoming,WY,63,Casper
1003,2019,M,43.0389025,-87.9064736,181603,Midwest,Wisconsin,WI,1111,Milwaukee Lakefront
1004,2000,F,32.7554883,-97.3307658,18749,South,Texas,TX,228,Cowtown
1005,2000,M,32.7554883,-97.3307658,18749,South,Texas,TX,646,Cowtown
1006,2001,F,32.7554883,-97.3307658,18749,South,Texas,TX,170,Cowtown
1007,2001,M,32.7554883,-97.3307658,18749,South,Texas,TX,438,Cowtown
1008,2002,F,32.7554883,-97.3307658,18749,South,Texas,TX,163,Cowtown
1009,2002,M,32.7554883,-97.3307658,18749,South,Texas,TX,502,Cowtown
1010,2003,F,32.7554883,-97.3307658,18749,South,Texas,TX,171,Cowtown
1011,2003,M,32.7554883,-97.3307658,18749,South,Texas,TX,472,Cowtown
1012,2004,F,32.7554883,-97.3307658,18749,South,Texas,TX,211,Cowtown
1013,2004,M,32.7554883,-97.3307658,18749,South,Texas,TX,495,Cowtown
1014,2005,F,32.7554883,-97.3307658,18749,South,Texas,TX,184,Cowtown
1015,2005,M,32.7554883,-97.3307658,18749,South,Texas,TX,456,Cowtown
1016,2006,F,26.1224386,-80.13731740000001,18578,South,Florida,FL,101,Fort Lauderdale
1017,2006,F,32.7554883,-97.3307658,18749,South,Texas,TX,152,Cowtown
1018,2006,F,48.91788830000001,-122.7446219,189005,West,Washington,WA,7,Birch Bay
1019,2006,M,26.1224386,-80.13731740000001,18578,South,Florida,FL,224,Fort Lauderdale
1020,2006,M,32.7554883,-97.3307658,18749,South,Texas,TX,411,Cowtown
1021,2006,M,48.91788830000001,-122.7446219,189005,West,Washington,WA,35,Birch Bay
1022,2007,F,26.1224386,-80.13731740000001,18578,South,Florida,FL,139,Fort Lauderdale
1023,2007,F,32.7554883,-97.3307658,18749,South,Texas,TX,169,Cowtown
1024,2007,F,48.91788830000001,-122.7446219,189005,West,Washington,WA,11,Birch Bay
1025,2007,M,26.1224386,-80.13731740000001,18578,South,Florida,FL,289,Fort Lauderdale
1026,2007,M,32.7554883,-97.3307658,18749,South,Texas,TX,421,Cowtown
1027,2007,M,48.91788830000001,-122.7446219,189005,West,Washington,WA,41,Birch Bay
1028,2008,F,26.1224386,-80.13731740000001,18578,South,Florida,FL,166,Fort Lauderdale
1029,2008,F,32.7554883,-97.3307658,18749,South,Texas,TX,220,Cowtown
1030,2008,F,48.91788830000001,-122.7446219,189005,West,Washington,WA,16,Birch Bay
1031,2008,M,26.1224386,-80.13731740000001,18578,South,Florida,FL,329,Fort Lauderdale
1032,2008,M,32.7554883,-97.3307658,18749,South,Texas,TX,397,Cowtown
1033,2008,M,48.91788830000001,-122.7446219,189005,West,Washington,WA,51,Birch Bay
1034,2009,F,26.1224386,-80.13731740000001,18578,South,Florida,FL,145,Fort Lauderdale
1035,2009,F,32.7554883,-97.3307658,18749,South,Texas,TX,279,Cowtown
1036,2009,F,48.91788830000001,-122.7446219,189005,West,Washington,WA,23,Birch Bay
1037,2009,M,26.1224386,-80.13731740000001,18578,South,Florida,FL,299,Fort Lauderdale
1038,2009,M,32.7554883,-97.3307658,18749,South,Texas,TX,605,Cowtown
1039,2009,M,48.91788830000001,-122.7446219,189005,West,Washington,WA,46,Birch Bay
1040,2010,F,26.1224386,-80.13731740000001,18578,South,Florida,FL,193,Fort Lauderdale
1041,2010,F,32.7554883,-97.3307658,18749,South,Texas,TX,357,Cowtown
1042,2010,M,26.1224386,-80.13731740000001,18578,South,Florida,FL,315,Fort Lauderdale
1043,2010,M,32.7554883,-97.3307658,18749,South,Texas,TX,811,Cowtown
1044,2011,F,26.1224386,-80.13731740000001,18578,South,Florida,FL,209,Fort Lauderdale
1045,2011,F,32.7554883,-97.3307658,18749,South,Texas,TX,395,Cowtown
1046,2011,F,48.91788830000001,-122.7446219,189005,West,Washington,WA,34,Birch Bay
1047,2011,M,26.1224386,-80.13731740000001,18578,South,Florida,FL,398,Fort Lauderdale
1048,2011,M,32.7554883,-97.3307658,18749,South,Texas,TX,798,Cowtown
1049,2011,M,48.91788830000001,-122.7446219,189005,West,Washington,WA,57,Birch Bay
1050,2012,F,26.1224386,-80.13731740000001,18578,South,Florida,FL,224,Fort Lauderdale
1051,2012,F,32.7554883,-97.3307658,18749,South,Texas,TX,483,Cowtown
1052,2012,F,48.91788830000001,-122.7446219,189005,West,Washington,WA,49,Birch Bay
1053,2012,M,26.1224386,-80.13731740000001,18578,South,Florida,FL,411,Fort Lauderdale
1054,2012,M,32.7554883,-97.3307658,18749,South,Texas,TX,893,Cowtown
1055,2012,M,48.91788830000001,-122.7446219,189005,West,Washington,WA,64,Birch Bay
1056,2013,F,26.1224386,-80.13731740000001,18578,South,Florida,FL,250,Fort Lauderdale
1057,2013,F,32.7554883,-97.3307658,18749,South,Texas,TX,511,Cowtown
1058,2013,F,33.4151843,-111.8314724,18724,West,Arizona,AZ,673,Sprouts Mesa
1059,2013,F,48.91788830000001,-122.7446219,189005,West,Washington,WA,43,Birch Bay
1060,2013,M,26.1224386,-80.13731740000001,18578,South,Florida,FL,429,Fort Lauderdale
1061,2013,M,32.7554883,-97.3307658,18749,South,Texas,TX,901,Cowtown
1062,2013,M,33.4151843,-111.8314724,18724,West,Arizona,AZ,747,Sprouts Mesa
1063,2013,M,48.91788830000001,-122.7446219,189005,West,Washington,WA,51,Birch Bay
1064,2014,F,26.1224386,-80.13731740000001,18578,South,Florida,FL,238,Fort Lauderdale
1065,2014,F,32.7554883,-97.3307658,18749,South,Texas,TX,784,Cowtown
1066,2014,F,48.91788830000001,-122.7446219,189005,West,Washington,WA,40,Birch Bay
1067,2014,M,26.1224386,-80.13731740000001,18578,South,Florida,FL,360,Fort Lauderdale
1068,2014,M,32.7554883,-97.3307658,18749,South,Texas,TX,1085,Cowtown
1069,2014,M,48.91788830000001,-122.7446219,189005,West,Washington,WA,58,Birch Bay
1070,2015,F,26.1224386,-80.13731740000001,18578,South,Florida,FL,340,Fort Lauderdale
1071,2015,F,48.91788830000001,-122.7446219,189005,West,Washington,WA,30,Birch Bay
1072,2015,M,26.1224386,-80.13731740000001,18578,South,Florida,FL,436,Fort Lauderdale
1073,2015,M,48.91788830000001,-122.7446219,189005,West,Washington,WA,33,Birch Bay
1074,2016,F,26.1224386,-80.13731740000001,18578,South,Florida,FL,305,Fort Lauderdale
1075,2016,F,32.7554883,-97.3307658,18749,South,Texas,TX,441,Cowtown
1076,2016,F,48.91788830000001,-122.7446219,189005,West,Washington,WA,33,Birch Bay
1077,2016,M,26.1224386,-80.13731740000001,18578,South,Florida,FL,432,Fort Lauderdale
