,event,gender,year,meantime,meantime_demeanor,meantime_demeaned,event_name
2401,4782,M,2006,169.53269230769232,10172.719569323235,-0.01263384769493617,Twin Cities
2402,4782,M,2007,167.36060606060607,10172.719569323235,-2.184720094781187,Twin Cities
2403,4782,M,2008,168.25213675213675,10172.719569323235,-1.2931894032505018,Twin Cities
2404,4782,M,2009,171.5421296296296,10172.719569323235,1.9968034742423697,Twin Cities
2405,4782,M,2010,168.30576131687243,10172.719569323235,-1.2395648385148281,Twin Cities
2406,4782,M,2011,169.12596899224806,10172.719569323235,-0.4193571631391933,Twin Cities
2407,4782,M,2012,170.93369963369963,10172.719569323235,1.3883734783123751,Twin Cities
2408,4782,M,2013,168.3835016835017,10172.719569323235,-1.1618244718855748,Twin Cities
2409,4782,M,2014,169.3836917562724,10172.719569323235,-0.16163439911485208,Twin Cities
2410,4782,M,2015,169.70337552742615,10172.719569323235,0.15804937203890101,Twin Cities
2411,4782,M,2016,170.76957364341084,10172.719569323235,1.2242474880235932,Twin Cities
2412,4782,M,2017,170.9311111111111,10172.719569323235,1.38578495572386,Twin Cities
2413,4782,M,2018,170.96038647342996,10172.719569323235,1.4150603180427122,Twin Cities
2414,4782,M,2019,169.68268398268398,10172.719569323235,0.1373578272967279,Twin Cities
2415,4868,F,2010,167.76666666666668,10066.0,0.0,Run For The Ranch
2416,4868,M,2006,171.73333333333332,10268.65,0.5891666666666727,Run For The Ranch
2417,4868,M,2007,161.54166666666666,10268.65,-9.602499999999994,Run For The Ranch
2418,4868,M,2008,174.15,10268.65,3.0058333333333396,Run For The Ranch
2419,4868,M,2009,178.38333333333333,10268.65,7.239166666666673,Run For The Ranch
2420,4868,M,2010,171.025,10268.65,-0.1191666666666606,Run For The Ranch
2421,4868,M,2011,169.90833333333333,10268.65,-1.2358333333333273,Run For The Ranch
2422,4868,M,2012,170.08333333333334,10268.65,-1.0608333333333273,Run For The Ranch
2423,4868,M,2015,171.73333333333332,10268.65,0.5891666666666727,Run For The Ranch
2424,4868,M,2016,165.98333333333332,10268.65,-5.160833333333327,Run For The Ranch
2425,4868,M,2018,176.9,10268.65,5.75583333333334,Run For The Ranch
2426,4987,F,2003,169.37222222222223,10195.580303030303,-0.5541161616161541,St Jude Rock N Roll Nashville
2427,4987,F,2004,179.03333333333333,10195.580303030303,9.106994949494947,St Jude Rock N Roll Nashville
2428,4987,F,2005,156.42083333333332,10195.580303030303,-13.505505050505054,St Jude Rock N Roll Nashville
2429,4987,F,2006,161.2,10195.580303030303,-8.726338383838387,St Jude Rock N Roll Nashville
2430,4987,F,2007,162.59666666666666,10195.580303030303,-7.329671717171732,St Jude Rock N Roll Nashville
2431,4987,F,2008,166.23333333333332,10195.580303030303,-3.693005050505053,St Jude Rock N Roll Nashville
2432,4987,F,2011,178.86666666666667,10195.580303030303,8.94032828282828,St Jude Rock N Roll Nashville
2433,4987,F,2012,176.35,10195.580303030303,6.423661616161613,St Jude Rock N Roll Nashville
2434,4987,F,2013,177.85,10195.580303030303,7.923661616161613,St Jude Rock N Roll Nashville
2435,4987,F,2014,167.53333333333333,10195.580303030303,-2.393005050505053,St Jude Rock N Roll Nashville
2436,4987,F,2018,173.73333333333332,10195.580303030303,3.806994949494947,St Jude Rock N Roll Nashville
2437,4987,M,2003,169.53636363636363,10262.311138600982,-1.5021553403194048,St Jude Rock N Roll Nashville
2438,4987,M,2004,170.74583333333334,10262.311138600982,-0.29268564334970504,St Jude Rock N Roll Nashville
2439,4987,M,2005,168.66363636363636,10262.311138600982,-2.374882613046672,St Jude Rock N Roll Nashville
2440,4987,M,2006,170.15,10262.311138600982,-0.8885189766830384,St Jude Rock N Roll Nashville
2441,4987,M,2007,170.7153846153846,10262.311138600982,-0.32313436129843465,St Jude Rock N Roll Nashville
2442,4987,M,2008,174.06145833333332,10262.311138600982,3.022939356650295,St Jude Rock N Roll Nashville
2443,4987,M,2010,175.34285714285716,10262.311138600982,4.304338166174118,St Jude Rock N Roll Nashville
2444,4987,M,2011,174.27424242424243,10262.311138600982,3.235723447559394,St Jude Rock N Roll Nashville
2445,4987,M,2012,172.61666666666667,10262.311138600982,1.5781476899836282,St Jude Rock N Roll Nashville
2446,4987,M,2013,172.7452380952381,10262.311138600982,1.7067191185550654,St Jude Rock N Roll Nashville
