prop_numerator,proportion,event,year,gender,bin_center,proportion_demeanor,proportion_demeaned,event_name
"[9345.0, 9405.0)",-40.54651081081644,4476,1997,M,2.6041666666666665,-43.604950282518935,3.058439471702492,Houston
"[9345.0, 9405.0)",-69.31471805599453,4476,2000,M,2.6041666666666665,-43.604950282518935,-25.709767773475598,Houston
"[9345.0, 9405.0)",-69.31471805599453,4476,2003,M,2.6041666666666665,-43.604950282518935,-25.709767773475598,Houston
"[9345.0, 9405.0)",138.62943611198907,4476,2004,M,2.6041666666666665,-43.604950282518935,182.234386394508,Houston
"[9345.0, 9405.0)",-109.86122886681098,4476,2005,M,2.6041666666666665,-43.604950282518935,-66.25627858429203,Houston
"[9345.0, 9405.0)",-40.54651081081644,4476,2006,M,2.6041666666666665,-43.604950282518935,3.058439471702492,Houston
"[9345.0, 9405.0)",-109.86122886681098,4476,2007,M,2.6041666666666665,-43.604950282518935,-66.25627858429203,Houston
"[9345.0, 9405.0)",-69.31471805599453,4476,2009,M,2.6041666666666665,-43.604950282518935,-25.709767773475598,Houston
"[9345.0, 9405.0)",-109.86122886681098,4476,2010,M,2.6041666666666665,-43.604950282518935,-66.25627858429203,Houston
"[9345.0, 9405.0)",69.31471805599453,4476,2011,M,2.6041666666666665,-43.604950282518935,112.91966833851347,Houston
"[9345.0, 9405.0)",-40.54651081081644,4476,2012,M,2.6041666666666665,-43.604950282518935,3.058439471702492,Houston
"[9345.0, 9405.0)",69.31471805599453,4476,2013,M,2.6041666666666665,-43.604950282518935,112.91966833851347,Houston
"[9345.0, 9405.0)",-40.54651081081644,4476,2014,M,2.6041666666666665,-43.604950282518935,3.058439471702492,Houston
"[9345.0, 9405.0)",-91.6290731874155,4476,2016,M,2.6041666666666665,-43.604950282518935,-48.024122904896565,Houston
"[9345.0, 9405.0)",-69.31471805599453,4476,2017,M,2.6041666666666665,-43.604950282518935,-25.709767773475598,Houston
"[9345.0, 9405.0)",-91.6290731874155,4476,2018,M,2.6041666666666665,-43.604950282518935,-48.024122904896565,Houston
"[9345.0, 9405.0)",-109.86122886681098,4476,1996,F,2.6041666666666665,-27.61007388653334,-82.25115498027763,Houston
"[9345.0, 9405.0)",69.31471805599453,4476,1997,F,2.6041666666666665,-27.61007388653334,96.92479194252788,Houston
"[9345.0, 9405.0)",-69.31471805599453,4476,2000,F,2.6041666666666665,-27.61007388653334,-41.70464416946119,Houston
"[9345.0, 9405.0)",-69.31471805599453,4476,2008,F,2.6041666666666665,-27.61007388653334,-41.70464416946119,Houston
"[9345.0, 9405.0)",69.31471805599453,4476,2010,F,2.6041666666666665,-27.61007388653334,96.92479194252788,Houston
"[9345.0, 9405.0)",-69.31471805599453,4476,2012,F,2.6041666666666665,-27.61007388653334,-41.70464416946119,Houston
"[9345.0, 9405.0)",-69.31471805599453,4476,2013,F,2.6041666666666665,-27.61007388653334,-41.70464416946119,Houston
"[9345.0, 9405.0)",-69.31471805599453,4476,2016,F,2.6041666666666665,-27.61007388653334,-41.70464416946119,Houston
"[9345.0, 9405.0)",69.31471805599453,4476,2017,F,2.6041666666666665,-27.61007388653334,96.92479194252788,Houston
"[9345.0, 9405.0)",-69.31471805599453,96107,1996,M,2.6041666666666665,2.4749855793908138,-71.78970363538535,Chicago
"[9345.0, 9405.0)",47.000362924573565,96107,1997,M,2.6041666666666665,2.4749855793908138,44.525377345182754,Chicago
"[9345.0, 9405.0)",48.55078157817008,96107,1998,M,2.6041666666666665,2.4749855793908138,46.07579599877927,Chicago
"[9345.0, 9405.0)",40.546510810816436,96107,1999,M,2.6041666666666665,2.4749855793908138,38.071525231425625,Chicago
"[9345.0, 9405.0)",-25.131442828090606,96107,2000,M,2.6041666666666665,2.4749855793908138,-27.60642840748142,Chicago
"[9345.0, 9405.0)",-22.31435513142097,96107,2002,M,2.6041666666666665,2.4749855793908138,-24.789340710811786,Chicago
"[9345.0, 9405.0)",-69.31471805599453,96107,2003,M,2.6041666666666665,2.4749855793908138,-71.78970363538535,Chicago
"[9345.0, 9405.0)",101.16009116784798,96107,2005,M,2.6041666666666665,2.4749855793908138,98.68510558845716,Chicago
"[9345.0, 9405.0)",-51.08256237659907,96107,2008,M,2.6041666666666665,2.4749855793908138,-53.55754795598988,Chicago
"[9345.0, 9405.0)",28.768207245178086,96107,2009,M,2.6041666666666665,2.4749855793908138,26.29322166578727,Chicago
"[9345.0, 9405.0)",-15.415067982725835,96107,2011,M,2.6041666666666665,2.4749855793908138,-17.89005356211665,Chicago
"[9345.0, 9405.0)",25.131442828090616,96107,2015,M,2.6041666666666665,2.4749855793908138,22.6564572486998,Chicago
"[9345.0, 9405.0)",69.31471805599453,96107,2016,M,2.6041666666666665,2.4749855793908138,66.83973247660371,Chicago
"[9345.0, 9405.0)",-15.415067982725835,96107,2017,M,2.6041666666666665,2.4749855793908138,-17.89005356211665,Chicago
"[9345.0, 9405.0)",-28.76820724517809,96107,2018,M,2.6041666666666665,2.4749855793908138,-31.243192824568904,Chicago
"[9345.0, 9405.0)",-24.11620568168881,96107,2019,M,2.6041666666666665,2.4749855793908138,-26.591191261079626,Chicago
"[9345.0, 9405.0)",69.31471805599453,96107,1999,F,2.6041666666666665,-15.694461266687282,85.00917932268182,Chicago
"[9345.0, 9405.0)",-69.31471805599453,96107,2003,F,2.6041666666666665,-15.694461266687282,-53.62025678930725,Chicago
"[9345.0, 9405.0)",69.31471805599453,96107,2005,F,2.6041666666666665,-15.694461266687282,85.00917932268182,Chicago
"[9345.0, 9405.0)",69.31471805599453,96107,2007,F,2.6041666666666665,-15.694461266687282,85.00917932268182,Chicago
"[9345.0, 9405.0)",-109.86122886681098,96107,2008,F,2.6041666666666665,-15.694461266687282,-94.16676760012369,Chicago
"[9345.0, 9405.0)",-69.31471805599453,96107,2009,F,2.6041666666666665,-15.694461266687282,-53.62025678930725,Chicago
"[9345.0, 9405.0)",-69.31471805599453,96107,2019,F,2.6041666666666665,-15.694461266687282,-53.62025678930725,Chicago
"[9405.0, 9465.0)",69.31471805599453,34956,1995,M,2.620833333333333,12.124072958891999,57.19064509710253,Grandmas
"[9405.0, 9465.0)",69.31471805599453,34956,1997,M,2.620833333333333,12.124072958891999,57.19064509710253,Grandmas
"[9405.0, 9465.0)",-109.86122886681098,34956,1998,M,2.620833333333333,12.124072958891999,-121.98530182570298,Grandmas
"[9405.0, 9465.0)",69.31471805599453,34956,1999,M,2.620833333333333,12.124072958891999,57.19064509710253,Grandmas
"[9405.0, 9465.0)",-101.16009116784798,34956,2000,M,2.620833333333333,12.124072958891999,-113.28416412673998,Grandmas
"[9405.0, 9465.0)",28.768207245178086,34956,2002,M,2.620833333333333,12.124072958891999,16.64413428628609,Grandmas
"[9405.0, 9465.0)",40.546510810816436,34956,2003,M,2.620833333333333,12.124072958891999,28.422437851924435,Grandmas
"[9405.0, 9465.0)",-69.31471805599453,34956,2005,M,2.620833333333333,12.124072958891999,-81.43879101488653,Grandmas
"[9405.0, 9465.0)",69.31471805599453,34956,2010,M,2.620833333333333,12.124072958891999,57.19064509710253,Grandmas
"[9405.0, 9465.0)",40.546510810816436,34956,2012,M,2.620833333333333,12.124072958891999,28.422437851924435,Grandmas
"[9405.0, 9465.0)",69.31471805599453,34956,2013,M,2.620833333333333,12.124072958891999,57.19064509710253,Grandmas
"[9405.0, 9465.0)",109.86122886681098,34956,2014,M,2.620833333333333,12.124072958891999,97.73715590791898,Grandmas
"[9405.0, 9465.0)",-51.08256237659907,34956,2015,M,2.620833333333333,12.124072958891999,-63.20663533549107,Grandmas
"[9405.0, 9465.0)",-51.08256237659907,34956,2016,M,2.620833333333333,12.124072958891999,-63.20663533549107,Grandmas
"[9405.0, 9465.0)",69.31471805599453,34956,2017,M,2.620833333333333,12.124072958891999,57.19064509710253,Grandmas
"[9405.0, 9465.0)",-28.76820724517809,34956,2018,M,2.620833333333333,12.124072958891999,-40.89228020407009,Grandmas
"[9405.0, 9465.0)",-18.232155679395458,34956,2019,M,2.620833333333333,12.124072958891999,-30.356228638287455,Grandmas
"[9405.0, 9465.0)",-69.31471805599453,34956,1998,F,2.620833333333333,4.054651081081646,-73.36936913707618,Grandmas
"[9405.0, 9465.0)",-69.31471805599453,34956,2001,F,2.620833333333333,4.054651081081646,-73.36936913707618,Grandmas
"[9405.0, 9465.0)",69.31471805599453,34956,2002,F,2.620833333333333,4.054651081081646,65.26006697491289,Grandmas
"[9405.0, 9465.0)",-69.31471805599453,34956,2003,F,2.620833333333333,4.054651081081646,-73.36936913707618,Grandmas
"[9405.0, 9465.0)",69.31471805599453,34956,2005,F,2.620833333333333,4.054651081081646,65.26006697491289,Grandmas
"[9405.0, 9465.0)",109.86122886681098,34956,2011,F,2.620833333333333,4.054651081081646,105.80657778572933,Grandmas
"[9405.0, 9465.0)",69.31471805599453,34956,2012,F,2.620833333333333,4.054651081081646,65.26006697491289,Grandmas
"[9405.0, 9465.0)",-69.31471805599453,34956,2014,F,2.620833333333333,4.054651081081646,-73.36936913707618,Grandmas
"[9405.0, 9465.0)",109.86122886681098,34956,2016,F,2.620833333333333,4.054651081081646,105.80657778572933,Grandmas
"[9405.0, 9465.0)",-109.86122886681098,34956,2019,F,2.620833333333333,4.054651081081646,-113.91587994789262,Grandmas
"[9405.0, 9465.0)",40.546510810816436,4476,1995,M,2.620833333333333,6.402080654339439,34.144430156477,Houston
"[9405.0, 9465.0)",-69.31471805599453,4476,1997,M,2.620833333333333,6.402080654339439,-75.71679871033398,Houston
"[9405.0, 9465.0)",69.31471805599453,4476,1998,M,2.620833333333333,6.402080654339439,62.91263740165509,Houston
"[9405.0, 9465.0)",69.31471805599453,4476,2000,M,2.620833333333333,6.402080654339439,62.91263740165509,Houston
"[9405.0, 9465.0)",138.62943611198907,4476,2002,M,2.620833333333333,6.402080654339439,132.22735545764962,Houston
"[9405.0, 9465.0)",-138.62943611198907,4476,2004,M,2.620833333333333,6.402080654339439,-145.0315167663285,Houston
"[9405.0, 9465.0)",69.31471805599453,4476,2005,M,2.620833333333333,6.402080654339439,62.91263740165509,Houston
"[9405.0, 9465.0)",-69.31471805599453,4476,2006,M,2.620833333333333,6.402080654339439,-75.71679871033398,Houston
"[9405.0, 9465.0)",69.31471805599453,4476,2007,M,2.620833333333333,6.402080654339439,62.91263740165509,Houston
"[9405.0, 9465.0)",-69.31471805599453,4476,2008,M,2.620833333333333,6.402080654339439,-75.71679871033398,Houston
"[9405.0, 9465.0)",69.31471805599453,4476,2009,M,2.620833333333333,6.402080654339439,62.91263740165509,Houston
"[9405.0, 9465.0)",69.31471805599453,4476,2010,M,2.620833333333333,6.402080654339439,62.91263740165509,Houston
"[9405.0, 9465.0)",-69.31471805599453,4476,2011,M,2.620833333333333,6.402080654339439,-75.71679871033398,Houston
"[9405.0, 9465.0)",-28.76820724517809,4476,2012,M,2.620833333333333,6.402080654339439,-35.17028789951753,Houston
"[9405.0, 9465.0)",-69.31471805599453,4476,2013,M,2.620833333333333,6.402080654339439,-75.71679871033398,Houston
"[9405.0, 9465.0)",-69.31471805599453,4476,2014,M,2.620833333333333,6.402080654339439,-75.71679871033398,Houston
"[9405.0, 9465.0)",69.31471805599453,4476,2015,M,2.620833333333333,6.402080654339439,62.91263740165509,Houston
"[9405.0, 9465.0)",-69.31471805599453,4476,2016,M,2.620833333333333,6.402080654339439,-75.71679871033398,Houston
"[9405.0, 9465.0)",109.86122886681098,4476,2017,M,2.620833333333333,6.402080654339439,103.45914821247153,Houston
"[9405.0, 9465.0)",-69.31471805599453,4476,1997,F,2.620833333333333,-13.862943611198906,-55.451774444795625,Houston
"[9405.0, 9465.0)",69.31471805599453,4476,2000,F,2.620833333333333,-13.862943611198906,83.17766166719343,Houston
"[9405.0, 9465.0)",-69.31471805599453,4476,2010,F,2.620833333333333,-13.862943611198906,-55.451774444795625,Houston
"[9405.0, 9465.0)",69.31471805599453,4476,2012,F,2.620833333333333,-13.862943611198906,83.17766166719343,Houston
"[9405.0, 9465.0)",-69.31471805599453,4476,2018,F,2.620833333333333,-13.862943611198906,-55.451774444795625,Houston
"[9405.0, 9465.0)",69.31471805599453,96107,1996,M,2.620833333333333,-5.381126388927635,74.69584444492217,Chicago
"[9405.0, 9465.0)",-98.08292530117262,96107,1997,M,2.620833333333333,-5.381126388927635,-92.70179891224498,Chicago
"[9405.0, 9465.0)",-95.55114450274364,96107,1998,M,2.620833333333333,-5.381126388927635,-90.170018113816,Chicago
"[9405.0, 9465.0)",-58.7786664902119,96107,1999,M,2.620833333333333,-5.381126388927635,-53.397540101284264,Chicago
"[9405.0, 9465.0)",-15.415067982725835,96107,2000,M,2.620833333333333,-5.381126388927635,-10.0339415937982,Chicago
"[9405.0, 9465.0)",31.84537311185346,96107,2002,M,2.620833333333333,-5.381126388927635,37.226499500781095,Chicago
"[9405.0, 9465.0)",51.08256237659907,96107,2003,M,2.620833333333333,-5.381126388927635,56.463688765526705,Chicago
"[9405.0, 9465.0)",-45.19851237430573,96107,2005,M,2.620833333333333,-5.381126388927635,-39.817385985378095,Chicago
"[9405.0, 9465.0)",-9.53101798043249,96107,2006,M,2.620833333333333,-5.381126388927635,-4.149891591504854,Chicago
"[9405.0, 9465.0)",28.768207245178086,96107,2007,M,2.620833333333333,-5.381126388927635,34.14933363410572,Chicago
"[9405.0, 9465.0)",51.08256237659907,96107,2008,M,2.620833333333333,-5.381126388927635,56.463688765526705,Chicago
"[9405.0, 9465.0)",55.961578793542266,96107,2009,M,2.620833333333333,-5.381126388927635,61.3427051824699,Chicago
"[9405.0, 9465.0)",-47.00036292457356,96107,2010,M,2.620833333333333,-5.381126388927635,-41.619236535645925,Chicago
"[9405.0, 9465.0)",-25.131442828090606,96107,2015,M,2.620833333333333,-5.381126388927635,-19.750316439162972,Chicago
"[9405.0, 9465.0)",-51.08256237659907,96107,2016,M,2.620833333333333,-5.381126388927635,-45.70143598767144,Chicago
"[9405.0, 9465.0)",-11.778303565638351,96107,2018,M,2.620833333333333,-5.381126388927635,-6.397177176710716,Chicago
"[9405.0, 9465.0)",78.0158557549575,96107,2019,M,2.620833333333333,-5.381126388927635,83.39698214388514,Chicago
"[9405.0, 9465.0)",-69.31471805599453,96107,1998,F,2.620833333333333,-0.8067315142196394,-68.5079865417749,Chicago
"[9405.0, 9465.0)",-69.31471805599453,96107,1999,F,2.620833333333333,-0.8067315142196394,-68.5079865417749,Chicago
"[9405.0, 9465.0)",69.31471805599453,96107,2003,F,2.620833333333333,-0.8067315142196394,70.12144957021417,Chicago
