,event,gender,year,meantime,meantime_demeanor,meantime_demeaned,event_name
82,106046,F,2014,269.2083333333333,16196.202205208458,-0.7283700868076266,Ann Arbor
83,106046,F,2015,260.5756944444444,16196.202205208458,-9.361008975696526,Ann Arbor
84,106046,F,2016,264.86477272727274,16196.202205208458,-5.071930692868227,Ann Arbor
85,106046,F,2017,273.16840277777777,16196.202205208458,3.231699357636838,Ann Arbor
86,106046,F,2018,278.3772727272727,16196.202205208458,8.440569307131772,Ann Arbor
87,106046,F,2019,274.6567901234568,16196.202205208458,4.720086703315853,Ann Arbor
88,106046,M,2012,254.76650165016503,15135.653409106251,2.5056114983941673,Ann Arbor
89,106046,M,2013,251.58709150326797,15135.653409106251,-0.6737986485028765,Ann Arbor
90,106046,M,2014,246.0611111111111,15135.653409106251,-6.199779040659753,Ann Arbor
91,106046,M,2015,252.10461538461539,15135.653409106251,-0.15627476715547647,Ann Arbor
92,106046,M,2016,241.11524822695034,15135.653409106251,-11.145641924820515,Ann Arbor
93,106046,M,2017,251.42351598173516,15135.653409106251,-0.8373741700357035,Ann Arbor
94,106046,M,2018,254.62041666666667,15135.653409106251,2.359526514895818,Ann Arbor
95,106046,M,2019,266.40862068965515,15135.653409106251,14.147730537884309,Ann Arbor
96,118259,F,1995,247.59545454545454,15695.962720734962,-14.003924133461503,Buffalo
97,118259,F,1996,247.4703196347032,15695.962720734962,-14.129059044212832,Buffalo
98,118259,F,1997,248.6014880952381,15695.962720734962,-12.997890583677933,Buffalo
99,118259,F,1998,253.55361445783132,15695.962720734962,-8.045764221084726,Buffalo
100,118259,F,1999,240.93950617283951,15695.962720734962,-20.65987250607653,Buffalo
101,118259,F,2001,262.7265957446809,15695.962720734962,1.1272170657648226,Buffalo
102,118259,F,2002,256.9845238095238,15695.962720734962,-4.6148548693922145,Buffalo
103,118259,F,2003,256.9177966101695,15695.962720734962,-4.681582068746533,Buffalo
104,118259,F,2004,272.33429487179484,15695.962720734962,10.73491619287882,Buffalo
105,118259,F,2005,264.05705128205125,15695.962720734962,2.457672603135234,Buffalo
106,118259,F,2006,266.37352024922114,15695.962720734962,4.774141570305134,Buffalo
107,118259,F,2007,260.1378086419753,15695.962720734962,-1.4615700369407325,Buffalo
108,118259,F,2009,270.50735294117646,15695.962720734962,8.907974262260419,Buffalo
109,118259,F,2010,274.9466856060606,15695.962720734962,13.347306927144563,Buffalo
110,118259,F,2011,279.37615571776155,15695.962720734962,17.776777038845527,Buffalo
111,118259,F,2013,263.01818181818186,15695.962720734962,1.4188031392657952,Buffalo
112,118259,F,2017,271.89830729166664,15695.962720734962,10.29892861275063,Buffalo
113,118259,F,2019,271.35015873015874,15695.962720734962,9.75078005124269,Buffalo
114,118259,M,1995,231.55212418300653,14648.3480204138,-12.587009490556799,Buffalo
115,118259,M,1996,231.24958847736625,14648.3480204138,-12.889545196197075,Buffalo
116,118259,M,1997,232.56386946386948,14648.3480204138,-11.575264209693858,Buffalo
117,118259,M,1998,235.1140127388535,14648.3480204138,-9.025120934709836,Buffalo
118,118259,M,1999,231.80934343434345,14648.3480204138,-12.329790239219893,Buffalo
119,118259,M,2001,246.7378947368421,14648.3480204138,2.598761063278774,Buffalo
120,118259,M,2002,239.5090053763441,14648.3480204138,-4.630128297219229,Buffalo
121,118259,M,2003,240.5759259259259,14648.3480204138,-3.563207747637413,Buffalo
122,118259,M,2004,239.22293233082706,14648.3480204138,-4.916201342736258,Buffalo
123,118259,M,2005,242.18449074074076,14648.3480204138,-1.9546429328225714,Buffalo
124,118259,M,2006,252.13025114155252,14648.3480204138,7.9911174679892,Buffalo
125,118259,M,2007,249.30337552742614,14648.3480204138,5.164241853862829,Buffalo
126,118259,M,2009,243.01365248226952,14648.3480204138,-1.1254811912938143,Buffalo
127,118259,M,2010,257.1293103448276,14648.3480204138,12.99017667126427,Buffalo
128,118259,M,2011,262.2832,14648.3480204138,18.14406632643668,Buffalo
129,118259,M,2013,243.6065625,14648.3480204138,-0.5325711735633376,Buffalo
130,118259,M,2017,257.2226835138388,14648.3480204138,13.083549840275433,Buffalo
131,118259,M,2019,259.29618320610683,14648.3480204138,15.157049532543533,Buffalo
132,1224,F,2000,264.41006944444445,16528.83090319197,-11.070445608755078,Surf City
